sample_id,trial_id,speaker_id,audio_path,label,label_name,codec,source,attack,trim,subset,vocoder,language,transaction_amount,transaction_currency,transaction_type,recipient_new,prior_transactions,time_since_last_transaction,speaker_baseline_available,source_dataset,source_distribution,consent_status
asvspoof2021_df_DF_E_2993977,DF_E_2993977,LA_0037,data/raw/audio/asvspoof2021_df/audio/DF_E_2993977.flac,1,spoof,mp3m4a,asvspoof,A14,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4668589,DF_E_4668589,LA_0018,data/raw/audio/asvspoof2021_df/audio/DF_E_4668589.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4823516,DF_E_4823516,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4823516.flac,1,spoof,nocodec,vcc2020,Task1-team24,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2998527,DF_E_2998527,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_2998527.flac,1,spoof,low_mp3,vcc2020,Task1-team23,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3074343,DF_E_3074343,LA_0040,data/raw/audio/asvspoof2021_df/audio/DF_E_3074343.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4833603,DF_E_4833603,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4833603.flac,1,spoof,high_ogg,vcc2018,SPO-N16,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4826321,DF_E_4826321,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4826321.flac,1,spoof,high_m4a,vcc2018,HUB-N16,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4825587,DF_E_4825587,LA_0004,data/raw/audio/asvspoof2021_df/audio/DF_E_4825587.flac,0,bonafide,high_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4529408,DF_E_4529408,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4529408.flac,1,spoof,low_ogg,vcc2018,HUB-N16,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3059369,DF_E_3059369,TEM2,data/raw/audio/asvspoof2021_df/audio/DF_E_3059369.flac,1,spoof,nocodec,vcc2020,Task1-team01,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3051035,DF_E_3051035,LA_0045,data/raw/audio/asvspoof2021_df/audio/DF_E_3051035.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4548561,DF_E_4548561,VCC2TM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4548561.flac,1,spoof,low_m4a,vcc2018,HUB-N20,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4519254,DF_E_4519254,SEM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4519254.flac,0,bonafide,mp3m4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4829138,DF_E_4829138,TEM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4829138.flac,1,spoof,high_m4a,vcc2020,Task1-team01,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4833578,DF_E_4833578,TFM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4833578.flac,1,spoof,low_ogg,vcc2020,Task2-team23,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2988069,DF_E_2988069,LA_0017,data/raw/audio/asvspoof2021_df/audio/DF_E_2988069.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3068933,DF_E_3068933,LA_0038,data/raw/audio/asvspoof2021_df/audio/DF_E_3068933.flac,0,bonafide,high_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4700396,DF_E_4700396,TEM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4700396.flac,1,spoof,low_mp3,vcc2020,Task1-team19,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4684263,DF_E_4684263,TMF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4684263.flac,1,spoof,nocodec,vcc2020,Task2-team27,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4716119,DF_E_4716119,LA_0013,data/raw/audio/asvspoof2021_df/audio/DF_E_4716119.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4533220,DF_E_4533220,VCC2SM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4533220.flac,0,bonafide,high_m4a,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4735915,DF_E_4735915,TMM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4735915.flac,1,spoof,mp3m4a,vcc2020,Task2-team09,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2995310,DF_E_2995310,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_2995310.flac,0,bonafide,mp3m4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4546651,DF_E_4546651,LA_0013,data/raw/audio/asvspoof2021_df/audio/DF_E_4546651.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3010567,DF_E_3010567,LA_0024,data/raw/audio/asvspoof2021_df/audio/DF_E_3010567.flac,1,spoof,nocodec,asvspoof,A12,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4828650,DF_E_4828650,LA_0002,data/raw/audio/asvspoof2021_df/audio/DF_E_4828650.flac,1,spoof,high_m4a,asvspoof,A15,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4841275,DF_E_4841275,TGM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4841275.flac,1,spoof,high_mp3,vcc2020,Task2-team26,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4818955,DF_E_4818955,LA_0007,data/raw/audio/asvspoof2021_df/audio/DF_E_4818955.flac,0,bonafide,oggm4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4532520,DF_E_4532520,LA_0001,data/raw/audio/asvspoof2021_df/audio/DF_E_4532520.flac,0,bonafide,high_m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4709390,DF_E_4709390,LA_0048,data/raw/audio/asvspoof2021_df/audio/DF_E_4709390.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4699767,DF_E_4699767,SEM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4699767.flac,0,bonafide,high_m4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4688563,DF_E_4688563,LA_0038,data/raw/audio/asvspoof2021_df/audio/DF_E_4688563.flac,0,bonafide,high_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3079830,DF_E_3079830,LA_0031,data/raw/audio/asvspoof2021_df/audio/DF_E_3079830.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3077990,DF_E_3077990,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3077990.flac,0,bonafide,mp3m4a,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2989131,DF_E_2989131,LA_0024,data/raw/audio/asvspoof2021_df/audio/DF_E_2989131.flac,0,bonafide,oggm4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4665281,DF_E_4665281,LA_0039,data/raw/audio/asvspoof2021_df/audio/DF_E_4665281.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4697147,DF_E_4697147,VCC2SF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4697147.flac,0,bonafide,high_mp3,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4519619,DF_E_4519619,VCC2TF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4519619.flac,1,spoof,mp3m4a,vcc2018,SPO-N13,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3069910,DF_E_3069910,LA_0002,data/raw/audio/asvspoof2021_df/audio/DF_E_3069910.flac,0,bonafide,high_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2980391,DF_E_2980391,LA_0011,data/raw/audio/asvspoof2021_df/audio/DF_E_2980391.flac,1,spoof,low_ogg,asvspoof,A11,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4735329,DF_E_4735329,VCC2SM3,data/raw/audio/asvspoof2021_df/audio/DF_E_4735329.flac,0,bonafide,low_ogg,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3009279,DF_E_3009279,VCC2SM2,data/raw/audio/asvspoof2021_df/audio/DF_E_3009279.flac,0,bonafide,low_mp3,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2990959,DF_E_2990959,SEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_2990959.flac,0,bonafide,high_ogg,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4542505,DF_E_4542505,LA_0002,data/raw/audio/asvspoof2021_df/audio/DF_E_4542505.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4728644,DF_E_4728644,TFM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4728644.flac,1,spoof,low_ogg,vcc2020,Task2-team16,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3079549,DF_E_3079549,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_3079549.flac,1,spoof,high_m4a,vcc2020,Task1-team01,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4729084,DF_E_4729084,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4729084.flac,1,spoof,high_mp3,vcc2020,Task1-team08,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4843900,DF_E_4843900,LA_0028,data/raw/audio/asvspoof2021_df/audio/DF_E_4843900.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3010348,DF_E_3010348,VCC2TM2,data/raw/audio/asvspoof2021_df/audio/DF_E_3010348.flac,1,spoof,low_m4a,vcc2018,HUB-D02,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4547074,DF_E_4547074,VCC2TF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4547074.flac,1,spoof,low_m4a,vcc2018,SPO-B01,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3076958,DF_E_3076958,TEM2,data/raw/audio/asvspoof2021_df/audio/DF_E_3076958.flac,0,bonafide,oggm4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2975859,DF_E_2975859,LA_0028,data/raw/audio/asvspoof2021_df/audio/DF_E_2975859.flac,1,spoof,high_m4a,asvspoof,A08,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4696535,DF_E_4696535,LA_0040,data/raw/audio/asvspoof2021_df/audio/DF_E_4696535.flac,0,bonafide,oggm4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3081571,DF_E_3081571,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3081571.flac,0,bonafide,nocodec,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2981200,DF_E_2981200,TGF1,data/raw/audio/asvspoof2021_df/audio/DF_E_2981200.flac,0,bonafide,low_ogg,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4513572,DF_E_4513572,LA_0045,data/raw/audio/asvspoof2021_df/audio/DF_E_4513572.flac,0,bonafide,oggm4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4705113,DF_E_4705113,TMM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4705113.flac,1,spoof,high_m4a,vcc2020,Task2-team10,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2976061,DF_E_2976061,SEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_2976061.flac,0,bonafide,high_mp3,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2998259,DF_E_2998259,VCC2SM1,data/raw/audio/asvspoof2021_df/audio/DF_E_2998259.flac,0,bonafide,nocodec,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4825363,DF_E_4825363,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4825363.flac,1,spoof,low_mp3,vcc2020,Task1-team09,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4815506,DF_E_4815506,LA_0006,data/raw/audio/asvspoof2021_df/audio/DF_E_4815506.flac,0,bonafide,low_mp3,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2996291,DF_E_2996291,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_2996291.flac,1,spoof,nocodec,vcc2018,SPO-N13,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4522911,DF_E_4522911,LA_0032,data/raw/audio/asvspoof2021_df/audio/DF_E_4522911.flac,0,bonafide,low_mp3,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4714275,DF_E_4714275,LA_0031,data/raw/audio/asvspoof2021_df/audio/DF_E_4714275.flac,0,bonafide,high_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4847558,DF_E_4847558,VCC2TF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4847558.flac,1,spoof,high_m4a,vcc2018,HUB-N20,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4837359,DF_E_4837359,VCC2TF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4837359.flac,1,spoof,low_mp3,vcc2018,HUB-N03,notrim,eval,unknown,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2989284,DF_E_2989284,LA_0008,data/raw/audio/asvspoof2021_df/audio/DF_E_2989284.flac,1,spoof,low_ogg,asvspoof,A13,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4829041,DF_E_4829041,LA_0020,data/raw/audio/asvspoof2021_df/audio/DF_E_4829041.flac,0,bonafide,oggm4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4817373,DF_E_4817373,LA_0040,data/raw/audio/asvspoof2021_df/audio/DF_E_4817373.flac,0,bonafide,nocodec,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4714768,DF_E_4714768,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4714768.flac,1,spoof,high_m4a,vcc2020,Task1-team04,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3055635,DF_E_3055635,TFF1,data/raw/audio/asvspoof2021_df/audio/DF_E_3055635.flac,0,bonafide,nocodec,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4850181,DF_E_4850181,VCC2TF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4850181.flac,1,spoof,high_mp3,vcc2018,SPO-N06,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4548815,DF_E_4548815,VCC2SM4,data/raw/audio/asvspoof2021_df/audio/DF_E_4548815.flac,0,bonafide,high_mp3,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4523187,DF_E_4523187,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4523187.flac,1,spoof,nocodec,vcc2020,Task1-team20,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4543328,DF_E_4543328,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4543328.flac,1,spoof,low_mp3,vcc2018,HUB-N11,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2976186,DF_E_2976186,LA_0049,data/raw/audio/asvspoof2021_df/audio/DF_E_2976186.flac,0,bonafide,oggm4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4681642,DF_E_4681642,VCC2SM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4681642.flac,0,bonafide,low_m4a,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2992067,DF_E_2992067,TFM1,data/raw/audio/asvspoof2021_df/audio/DF_E_2992067.flac,0,bonafide,low_ogg,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4538044,DF_E_4538044,LA_0042,data/raw/audio/asvspoof2021_df/audio/DF_E_4538044.flac,0,bonafide,low_m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4721736,DF_E_4721736,TFF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4721736.flac,1,spoof,mp3m4a,vcc2020,Task2-team33,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2998118,DF_E_2998118,TGM1,data/raw/audio/asvspoof2021_df/audio/DF_E_2998118.flac,1,spoof,low_ogg,vcc2020,Task2-team15,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3062020,DF_E_3062020,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3062020.flac,1,spoof,low_ogg,vcc2018,HUB-N14,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4718226,DF_E_4718226,TGM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4718226.flac,1,spoof,low_m4a,vcc2020,Task2-team19,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3009278,DF_E_3009278,TMM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3009278.flac,0,bonafide,low_ogg,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4733705,DF_E_4733705,TMM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4733705.flac,1,spoof,mp3m4a,vcc2020,Task2-team28,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4728365,DF_E_4728365,TFF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4728365.flac,1,spoof,high_m4a,vcc2020,Task2-team15,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2978163,DF_E_2978163,LA_0013,data/raw/audio/asvspoof2021_df/audio/DF_E_2978163.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4848753,DF_E_4848753,LA_0011,data/raw/audio/asvspoof2021_df/audio/DF_E_4848753.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4710007,DF_E_4710007,TFM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4710007.flac,1,spoof,low_ogg,vcc2020,Task2-team22,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4688055,DF_E_4688055,TMM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4688055.flac,1,spoof,mp3m4a,vcc2020,Task2-team29,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4723740,DF_E_4723740,LA_0009,data/raw/audio/asvspoof2021_df/audio/DF_E_4723740.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4684724,DF_E_4684724,LA_0046,data/raw/audio/asvspoof2021_df/audio/DF_E_4684724.flac,1,spoof,low_ogg,asvspoof,A15,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4813730,DF_E_4813730,VCC2TF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4813730.flac,1,spoof,low_ogg,vcc2018,SPO-N05,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4815428,DF_E_4815428,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4815428.flac,1,spoof,oggm4a,vcc2018,HUB-N15,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3069736,DF_E_3069736,LA_0059,data/raw/audio/asvspoof2021_df/audio/DF_E_3069736.flac,0,bonafide,oggm4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3009586,DF_E_3009586,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_3009586.flac,1,spoof,high_mp3,vcc2020,Task1-team21,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4527185,DF_E_4527185,LA_0014,data/raw/audio/asvspoof2021_df/audio/DF_E_4527185.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
