speaker_id,trial_id,codec,source,attack,label,trim,subset,vocoder,field10,field11,field12,field13,hf_row_index,hf_shard,hf_shard_file
TEF2,DF_E_2836614,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,170729,22,test-00022-of-00080.parquet
LA_0047,DF_E_2247820,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,50532,6,test-00006-of-00080.parquet
TGF1,DF_E_2543720,high_ogg,vcc2020,Task2-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team25,MF,G,111099,14,test-00014-of-00080.parquet
LA_0020,DF_E_3223188,high_mp3,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,249743,32,test-00032-of-00080.parquet
VCC2TM1,DF_E_3154125,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,235665,30,test-00030-of-00080.parquet
TEM2,DF_E_3129451,low_mp3,vcc2020,Task1-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team27,FM,E,230636,30,test-00030-of-00080.parquet
VCC2TM1,DF_E_3497801,high_m4a,vcc2018,HUB-N08,spoof,notrim,eval,traditional_vocoder,HUB,N08,FM,-,305783,39,test-00039-of-00080.parquet
LA_0005,DF_E_4622298,oggm4a,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,534783,69,test-00069-of-00080.parquet
VCC2TF2,DF_E_4820670,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,575148,75,test-00075-of-00080.parquet
TEM2,DF_E_4955696,low_mp3,vcc2020,Task1-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team25,FM,E,602715,78,test-00078-of-00080.parquet
LA_0013,DF_E_3693774,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,345834,45,test-00045-of-00080.parquet
VCC2TF2,DF_E_2261263,low_ogg,vcc2018,HUB-N07,spoof,notrim,eval,traditional_vocoder,HUB,N07,MF,-,53250,6,test-00006-of-00080.parquet
TGM1,DF_E_3681732,high_m4a,vcc2020,Task2-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team07,MM,G,343385,44,test-00044-of-00080.parquet
TFF1,DF_E_2758451,low_ogg,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,MF,F,154734,20,test-00020-of-00080.parquet
TGM1,DF_E_3557087,low_mp3,vcc2020,Task2-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,MM,G,317824,41,test-00041-of-00080.parquet
VCC2SM4,DF_E_3116427,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,227960,29,test-00029-of-00080.parquet
VCC2TF2,DF_E_3679145,nocodec,vcc2018,SPO-N06,spoof,notrim,eval,traditional_vocoder,SPO,N06,FF,-,342831,44,test-00044-of-00080.parquet
LA_0040,DF_E_3733599,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,353863,46,test-00046-of-00080.parquet
TGM1,DF_E_4720579,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,554912,72,test-00072-of-00080.parquet
LA_0013,DF_E_4146537,low_ogg,asvspoof,A18,spoof,notrim,eval,traditional_vocoder,-,-,-,-,437818,57,test-00057-of-00080.parquet
SEF1,DF_E_4582424,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,526712,68,test-00068-of-00080.parquet
LA_0017,DF_E_3412509,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,288185,37,test-00037-of-00080.parquet
VCC2TM2,DF_E_4264545,mp3m4a,vcc2018,HUB-N03,spoof,notrim,eval,unknown,HUB,N03,FM,-,461999,60,test-00060-of-00080.parquet
SEM2,DF_E_4375035,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,484437,63,test-00063-of-00080.parquet
LA_0045,DF_E_3314551,oggm4a,asvspoof,A14,spoof,notrim,eval,traditional_vocoder,-,-,-,-,268165,35,test-00035-of-00080.parquet
TEF1,DF_E_4659475,low_m4a,vcc2020,Task1-team20,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team20,MF,E,542389,70,test-00070-of-00080.parquet
TMM1,DF_E_2586503,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,119787,15,test-00015-of-00080.parquet
LA_0036,DF_E_4245023,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,457946,59,test-00059-of-00080.parquet
TMF1,DF_E_3356104,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,276739,36,test-00036-of-00080.parquet
VCC2TF2,DF_E_3654216,high_m4a,vcc2018,HUB-N07,spoof,notrim,eval,traditional_vocoder,HUB,N07,FF,-,337817,44,test-00044-of-00080.parquet
VCC2TF1,DF_E_3573811,low_m4a,vcc2018,HUB-N12,spoof,notrim,eval,traditional_vocoder,HUB,N12,FF,-,321295,42,test-00042-of-00080.parquet
LA_0013,DF_E_2118513,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,23972,3,test-00003-of-00080.parquet
TEM1,DF_E_2241581,mp3m4a,vcc2020,Task1-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team13,FM,E,49258,6,test-00006-of-00080.parquet
TEM2,DF_E_2330242,oggm4a,vcc2020,Task1-team32,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team32,FM,E,67324,8,test-00008-of-00080.parquet
SEM1,DF_E_4453444,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,500457,65,test-00065-of-00080.parquet
VCC2TM1,DF_E_2579526,nocodec,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,MM,-,118399,15,test-00015-of-00080.parquet
TMF1,DF_E_3456934,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,297327,38,test-00038-of-00080.parquet
VCC2TF1,DF_E_2056582,mp3m4a,vcc2018,HUB-N12,spoof,notrim,eval,traditional_vocoder,HUB,N12,FF,-,11473,1,test-00001-of-00080.parquet
VCC2TM2,DF_E_4450773,high_mp3,vcc2018,HUB-N18,spoof,notrim,eval,traditional_vocoder,HUB,N18,FM,-,499929,65,test-00065-of-00080.parquet
VCC2TF2,DF_E_2273338,high_mp3,vcc2018,SPO-B01,spoof,notrim,eval,traditional_vocoder,SPO,B01,MF,-,55672,7,test-00007-of-00080.parquet
VCC2TM2,DF_E_2961531,low_m4a,vcc2018,HUB-N03,spoof,notrim,eval,unknown,HUB,N03,FM,-,196300,25,test-00025-of-00080.parquet
TEM1,DF_E_4556219,low_mp3,vcc2020,Task1-team04,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team04,FM,E,521380,68,test-00068-of-00080.parquet
LA_0010,DF_E_4638154,low_ogg,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-,538088,70,test-00070-of-00080.parquet
VCC2TF1,DF_E_3243334,high_ogg,vcc2018,SPO-N18,spoof,notrim,eval,traditional_vocoder,SPO,N18,MF,-,253879,33,test-00033-of-00080.parquet
TGM1,DF_E_4869215,nocodec,vcc2020,Task2-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team07,FM,G,585231,76,test-00076-of-00080.parquet
TMM1,DF_E_3445195,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,294950,38,test-00038-of-00080.parquet
TEM2,DF_E_2781127,low_ogg,vcc2020,Task1-team19,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team19,FM,E,159412,20,test-00020-of-00080.parquet
LA_0032,DF_E_3917507,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,391120,51,test-00051-of-00080.parquet
LA_0013,DF_E_3959752,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,399751,52,test-00052-of-00080.parquet
VCC2TF1,DF_E_2397803,high_mp3,vcc2018,HUB-N15,spoof,notrim,eval,traditional_vocoder,HUB,N15,MF,-,80968,10,test-00010-of-00080.parquet
LA_0044,DF_E_2485112,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,99069,12,test-00012-of-00080.parquet
LA_0046,DF_E_4339919,mp3m4a,asvspoof,A12,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,477321,62,test-00062-of-00080.parquet
LA_0042,DF_E_4767571,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,564362,73,test-00073-of-00080.parquet
LA_0021,DF_E_3778977,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,362994,47,test-00047-of-00080.parquet
VCC2SF3,DF_E_3078147,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,220218,28,test-00028-of-00080.parquet
VCC2TF2,DF_E_4384342,nocodec,vcc2018,HUB-D04,spoof,notrim,eval,traditional_vocoder,HUB,D04,FF,-,486385,63,test-00063-of-00080.parquet
VCC2TF2,DF_E_3798827,mp3m4a,vcc2018,HUB-N09,spoof,notrim,eval,traditional_vocoder,HUB,N09,MF,-,367013,47,test-00047-of-00080.parquet
LA_0003,DF_E_3455075,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,296962,38,test-00038-of-00080.parquet
VCC2TF1,DF_E_4152632,high_mp3,vcc2018,HUB-N17,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N17,FF,-,439084,57,test-00057-of-00080.parquet
TEF1,DF_E_3288677,high_ogg,vcc2020,Task1-team01,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,MF,E,263036,34,test-00034-of-00080.parquet
VCC2TM1,DF_E_2198041,mp3m4a,vcc2018,SPO-N12,spoof,notrim,eval,traditional_vocoder,SPO,N12,FM,-,40470,5,test-00005-of-00080.parquet
TEF1,DF_E_3791743,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,365544,47,test-00047-of-00080.parquet
LA_0032,DF_E_3166519,low_mp3,asvspoof,A07,spoof,notrim,eval,traditional_vocoder,-,-,-,-,238218,31,test-00031-of-00080.parquet
TFF1,DF_E_4272227,low_m4a,vcc2020,Task2-team22,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team22,FF,F,463523,60,test-00060-of-00080.parquet
LA_0013,DF_E_4085267,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,425280,55,test-00055-of-00080.parquet
TMM1,DF_E_2158148,mp3m4a,vcc2020,Task2-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team07,FM,M,32234,4,test-00004-of-00080.parquet
TFM1,DF_E_3525981,high_mp3,vcc2020,Task2-team26,spoof,notrim,eval,traditional_vocoder,Task2,team26,MM,F,311537,40,test-00040-of-00080.parquet
LA_0040,DF_E_2851170,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,173783,22,test-00022-of-00080.parquet
VCC2SM3,DF_E_2769961,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,157136,20,test-00020-of-00080.parquet
LA_0003,DF_E_2229711,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,46833,6,test-00006-of-00080.parquet
VCC2TF2,DF_E_2672981,oggm4a,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MF,-,137521,17,test-00017-of-00080.parquet
TEM2,DF_E_2737048,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,150372,19,test-00019-of-00080.parquet
VCC2TF1,DF_E_3427064,oggm4a,vcc2018,HUB-B00,spoof,notrim,eval,unknown,HUB,B00,FF,-,291144,38,test-00038-of-00080.parquet
TFF1,DF_E_4688688,high_mp3,vcc2020,Task2-team30,spoof,notrim,eval,unknown,Task2,team30,FF,F,548373,71,test-00071-of-00080.parquet
LA_0046,DF_E_4896941,oggm4a,asvspoof,A18,spoof,notrim,eval,traditional_vocoder,-,-,-,-,590901,77,test-00077-of-00080.parquet
VCC2TM1,DF_E_2322971,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,65791,8,test-00008-of-00080.parquet
LA_0004,DF_E_3233224,high_m4a,asvspoof,A12,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,251843,32,test-00032-of-00080.parquet
TFF1,DF_E_2068842,oggm4a,vcc2020,Task2-team09,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team09,FF,F,13955,1,test-00001-of-00080.parquet
TEF1,DF_E_2930684,high_m4a,vcc2020,Task1-team26,spoof,notrim,eval,traditional_vocoder,Task1,team26,FF,E,189905,24,test-00024-of-00080.parquet
SEF1,DF_E_3943494,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,396458,51,test-00051-of-00080.parquet
LA_0037,DF_E_4095808,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,427533,55,test-00055-of-00080.parquet
TEM1,DF_E_2663770,high_ogg,vcc2020,Task1-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team25,FM,E,135633,17,test-00017-of-00080.parquet
LA_0018,DF_E_2053750,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,10885,1,test-00001-of-00080.parquet
VCC2TM1,DF_E_3789946,mp3m4a,vcc2018,SPO-N16,spoof,notrim,eval,traditional_vocoder,SPO,N16,FM,-,365180,47,test-00047-of-00080.parquet
TGF1,DF_E_4534144,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,516939,67,test-00067-of-00080.parquet
LA_0034,DF_E_2012113,low_ogg,asvspoof,A18,spoof,notrim,eval,traditional_vocoder,-,-,-,-,2416,0,test-00000-of-00080.parquet
TEM2,DF_E_2791928,oggm4a,vcc2020,Task1-team30,spoof,notrim,eval,unknown,Task1,team30,MM,E,161571,21,test-00021-of-00080.parquet
LA_0008,DF_E_4033235,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,414692,54,test-00054-of-00080.parquet
LA_0008,DF_E_4254558,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,459896,60,test-00060-of-00080.parquet
TEF2,DF_E_2471554,mp3m4a,vcc2020,Task1-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team13,MF,E,96233,12,test-00012-of-00080.parquet
LA_0005,DF_E_4959200,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,603416,78,test-00078-of-00080.parquet
LA_0001,DF_E_2332868,low_ogg,asvspoof,A13,spoof,notrim,eval,traditional_vocoder,-,-,-,-,67870,8,test-00008-of-00080.parquet
TEF1,DF_E_3142029,high_ogg,vcc2020,Task1-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team13,FF,E,233125,30,test-00030-of-00080.parquet
VCC2TM2,DF_E_3547739,low_m4a,vcc2018,HUB-N18,spoof,notrim,eval,traditional_vocoder,HUB,N18,FM,-,315964,41,test-00041-of-00080.parquet
VCC2TF1,DF_E_3647534,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,336443,43,test-00043-of-00080.parquet
LA_0036,DF_E_2739255,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,150823,19,test-00019-of-00080.parquet
LA_0005,DF_E_4489014,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,507735,66,test-00066-of-00080.parquet
TGF1,DF_E_4053797,oggm4a,vcc2020,Task2-team22,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team22,FF,G,418886,54,test-00054-of-00080.parquet
TEF1,DF_E_4634570,nocodec,vcc2020,Task1-team06,spoof,notrim,eval,traditional_vocoder,Task1,team06,MF,E,537326,70,test-00070-of-00080.parquet
LA_0007,DF_E_2774882,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,158133,20,test-00020-of-00080.parquet
TEF1,DF_E_4343616,nocodec,vcc2020,Task1-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team03,MF,E,478074,62,test-00062-of-00080.parquet
LA_0025,DF_E_4959093,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,603400,78,test-00078-of-00080.parquet
VCC2TF2,DF_E_4714869,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,553697,72,test-00072-of-00080.parquet
TGF1,DF_E_3102321,nocodec,vcc2020,Task2-team29,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team29,FF,G,225156,29,test-00029-of-00080.parquet
VCC2TM1,DF_E_4172502,high_mp3,vcc2018,SPO-N03,spoof,notrim,eval,unknown,SPO,N03,FM,-,443114,57,test-00057-of-00080.parquet
VCC2SF3,DF_E_2064068,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,12977,1,test-00001-of-00080.parquet
LA_0011,DF_E_4245666,mp3m4a,asvspoof,A15,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,458063,59,test-00059-of-00080.parquet
TMF1,DF_E_2013886,oggm4a,vcc2020,Task2-team12,spoof,notrim,eval,traditional_vocoder,Task2,team12,FF,M,2804,0,test-00000-of-00080.parquet
LA_0007,DF_E_4752471,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,561293,73,test-00073-of-00080.parquet
VCC2TF2,DF_E_3829276,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,373216,48,test-00048-of-00080.parquet
TGM1,DF_E_2481494,nocodec,vcc2020,Task2-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,FM,G,98329,12,test-00012-of-00080.parquet
SEM1,DF_E_4644926,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,539432,70,test-00070-of-00080.parquet
VCC2TF2,DF_E_4370399,low_m4a,vcc2018,SPO-N18,spoof,notrim,eval,traditional_vocoder,SPO,N18,MF,-,483503,63,test-00063-of-00080.parquet
LA_0030,DF_E_3111510,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,226981,29,test-00029-of-00080.parquet
TEM2,DF_E_3494112,low_m4a,vcc2020,Task1-team21,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team21,MM,E,304997,39,test-00039-of-00080.parquet
VCC2TM1,DF_E_2958989,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,195811,25,test-00025-of-00080.parquet
TEF2,DF_E_3799167,high_mp3,vcc2020,Task1-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team16,MF,E,367079,47,test-00047-of-00080.parquet
LA_0015,DF_E_4898461,high_ogg,asvspoof,A09,spoof,notrim,eval,traditional_vocoder,-,-,-,-,591208,77,test-00077-of-00080.parquet
LA_0054,DF_E_3627811,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,332301,43,test-00043-of-00080.parquet
VCC2TF2,DF_E_4294637,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,467974,61,test-00061-of-00080.parquet
TFM1,DF_E_4476692,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,505213,66,test-00066-of-00080.parquet
TGM1,DF_E_2240464,low_mp3,vcc2020,Task2-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team03,FM,G,49017,6,test-00006-of-00080.parquet
LA_0013,DF_E_3179018,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,240801,31,test-00031-of-00080.parquet
LA_0037,DF_E_3944466,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,396669,51,test-00051-of-00080.parquet
VCC2TF1,DF_E_3240588,low_ogg,vcc2018,HUB-N16,spoof,notrim,eval,traditional_vocoder,HUB,N16,FF,-,253335,33,test-00033-of-00080.parquet
LA_0048,DF_E_4071606,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,422515,55,test-00055-of-00080.parquet
LA_0013,DF_E_3659029,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,338786,44,test-00044-of-00080.parquet
LA_0045,DF_E_3201444,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,245320,32,test-00032-of-00080.parquet
TEM1,DF_E_3469344,nocodec,vcc2020,Task1-team12,spoof,notrim,eval,traditional_vocoder,Task1,team12,FM,E,299900,39,test-00039-of-00080.parquet
VCC2SF4,DF_E_3430449,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,291882,38,test-00038-of-00080.parquet
LA_0021,DF_E_2243112,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,49586,6,test-00006-of-00080.parquet
TEM1,DF_E_2150934,high_mp3,vcc2020,Task1-team04,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team04,FM,E,30774,4,test-00004-of-00080.parquet
LA_0017,DF_E_4033999,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,414848,54,test-00054-of-00080.parquet
TGM1,DF_E_3086554,low_mp3,vcc2020,Task2-team20,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team20,FM,G,221913,29,test-00029-of-00080.parquet
LA_0046,DF_E_2143984,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,29283,3,test-00003-of-00080.parquet
VCC2SM3,DF_E_2934754,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,190758,24,test-00024-of-00080.parquet
TFF1,DF_E_3481735,low_m4a,vcc2020,Task2-team31,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team31,FF,F,302485,39,test-00039-of-00080.parquet
VCC2TF1,DF_E_3617707,mp3m4a,vcc2018,HUB-N16,spoof,notrim,eval,traditional_vocoder,HUB,N16,FF,-,330219,43,test-00043-of-00080.parquet
TEF1,DF_E_4714075,oggm4a,vcc2020,Task1-team29,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team29,MF,E,553536,72,test-00072-of-00080.parquet
LA_0036,DF_E_4547733,mp3m4a,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-,519653,67,test-00067-of-00080.parquet
LA_0001,DF_E_4395844,nocodec,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,488760,63,test-00063-of-00080.parquet
TEM1,DF_E_3904200,high_mp3,vcc2020,Task1-team01,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,MM,E,388336,50,test-00050-of-00080.parquet
LA_0046,DF_E_4902676,low_ogg,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-,592035,77,test-00077-of-00080.parquet
TGM1,DF_E_4221358,low_m4a,vcc2020,Task2-team32,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team32,FM,G,453026,59,test-00059-of-00080.parquet
VCC2SM3,DF_E_3973157,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,402429,52,test-00052-of-00080.parquet
VCC2TF1,DF_E_2527581,mp3m4a,vcc2018,SPO-N18,spoof,notrim,eval,traditional_vocoder,SPO,N18,FF,-,107671,14,test-00014-of-00080.parquet
LA_0024,DF_E_4206848,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,450112,58,test-00058-of-00080.parquet
TFM1,DF_E_2799930,low_ogg,vcc2020,Task2-team05,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team05,MM,F,163169,21,test-00021-of-00080.parquet
LA_0045,DF_E_4205918,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,449890,58,test-00058-of-00080.parquet
LA_0018,DF_E_4202040,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,449115,58,test-00058-of-00080.parquet
VCC2TF1,DF_E_2253425,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,51669,6,test-00006-of-00080.parquet
LA_0026,DF_E_4398166,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,489236,63,test-00063-of-00080.parquet
LA_0019,DF_E_4481138,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,506151,66,test-00066-of-00080.parquet
TMM1,DF_E_3632268,oggm4a,vcc2020,Task2-team24,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team24,FM,M,333229,43,test-00043-of-00080.parquet
VCC2SM4,DF_E_4074071,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,423043,55,test-00055-of-00080.parquet
VCC2TF2,DF_E_4969331,low_ogg,vcc2018,SPO-N04,spoof,notrim,eval,traditional_vocoder,SPO,N04,FF,-,605496,79,test-00079-of-00080.parquet
TGF1,DF_E_2260078,low_ogg,vcc2020,Task2-team23,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team23,MF,G,53019,6,test-00006-of-00080.parquet
TEF2,DF_E_4469369,nocodec,vcc2020,Task1-team14,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team14,FF,E,503699,65,test-00065-of-00080.parquet
VCC2TM1,DF_E_4230471,low_m4a,vcc2018,HUB-D04,spoof,notrim,eval,traditional_vocoder,HUB,D04,FM,-,454930,59,test-00059-of-00080.parquet
TEF2,DF_E_4261733,low_m4a,vcc2020,Task1-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team10,FF,E,461388,60,test-00060-of-00080.parquet
TGM1,DF_E_2299861,low_mp3,vcc2020,Task2-team18,spoof,notrim,eval,unknown,Task2,team18,FM,G,61165,7,test-00007-of-00080.parquet
VCC2TF2,DF_E_4995885,high_ogg,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,FF,-,610992,79,test-00079-of-00080.parquet
TEF1,DF_E_2448424,nocodec,vcc2020,Task1-team01,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,MF,E,91460,11,test-00011-of-00080.parquet
SEF2,DF_E_2304436,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,62074,8,test-00008-of-00080.parquet
TGF1,DF_E_2860550,low_mp3,vcc2020,Task2-team33,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team33,MF,G,175685,22,test-00022-of-00080.parquet
VCC2TF2,DF_E_4432761,high_mp3,vcc2018,SPO-N10,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N10,MF,-,496224,64,test-00064-of-00080.parquet
TEM1,DF_E_3919331,mp3m4a,vcc2020,Task1-team22,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team22,FM,E,391499,51,test-00051-of-00080.parquet
LA_0014,DF_E_2802049,high_ogg,asvspoof,A13,spoof,notrim,eval,traditional_vocoder,-,-,-,-,163576,21,test-00021-of-00080.parquet
VCC2TM2,DF_E_2634815,nocodec,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,MM,-,129768,16,test-00016-of-00080.parquet
VCC2TF1,DF_E_3172986,low_ogg,vcc2018,HUB-N16,spoof,notrim,eval,traditional_vocoder,HUB,N16,MF,-,239557,31,test-00031-of-00080.parquet
LA_0003,DF_E_2230044,mp3m4a,asvspoof,A14,spoof,notrim,eval,traditional_vocoder,-,-,-,-,46902,6,test-00006-of-00080.parquet
TGM1,DF_E_3135127,low_m4a,vcc2020,Task2-team23,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team23,MM,G,231735,30,test-00030-of-00080.parquet
