speaker_id,trial_id,codec,source,attack,label,trim,subset,vocoder,field10,field11,field12,field13
VCC2TM1,DF_E_2528319,high_m4a,vcc2018,HUB-N11,spoof,notrim,eval,traditional_vocoder,HUB,N11,MM,-
TEF1,DF_E_2130651,high_m4a,vcc2020,Task1-team12,spoof,notrim,eval,traditional_vocoder,Task1,team12,FF,E
LA_0042,DF_E_2127202,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFF1,DF_E_2321229,nocodec,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,MF,F
LA_0037,DF_E_3638797,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_4187282,low_m4a,vcc2020,Task1-team24,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team24,FM,E
TMM1,DF_E_4900615,low_ogg,vcc2020,Task2-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,FM,M
LA_0023,DF_E_4307269,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0002,DF_E_3224359,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0002,DF_E_3303571,high_mp3,asvspoof,A15,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
TFF1,DF_E_4496929,high_mp3,vcc2020,Task2-team28,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team28,MF,F
VCC2SM3,DF_E_4724790,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_4153006,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFF1,DF_E_4160123,low_mp3,vcc2020,Task2-team09,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team09,FF,F
VCC2SF2,DF_E_4769502,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SM1,DF_E_3154939,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGM1,DF_E_2065880,low_m4a,vcc2020,Task2-team06,spoof,notrim,eval,traditional_vocoder,Task2,team06,MM,G
VCC2TM2,DF_E_3400769,high_mp3,vcc2018,SPO-N10,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N10,FM,-
VCC2TF1,DF_E_3347944,high_mp3,vcc2018,SPO-N06,spoof,notrim,eval,traditional_vocoder,SPO,N06,MF,-
LA_0056,DF_E_3102919,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_3276478,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_2193333,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_2826860,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0031,DF_E_3065303,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
SEF2,DF_E_2178398,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0014,DF_E_3982661,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0003,DF_E_3889422,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_2204672,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGF1,DF_E_4271336,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_3768745,nocodec,vcc2018,SPO-N17,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N17,FF,-
VCC2SF2,DF_E_4603055,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_2203954,nocodec,vcc2018,SPO-N17,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N17,FM,-
SEM1,DF_E_2840246,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF1,DF_E_4438145,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SM1,DF_E_2377592,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0025,DF_E_4361137,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF1,DF_E_4684861,oggm4a,vcc2020,Task1-team20,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team20,FF,E
VCC2TF1,DF_E_3436848,high_m4a,vcc2018,HUB-N15,spoof,notrim,eval,traditional_vocoder,HUB,N15,MF,-
TMF1,DF_E_3683491,high_mp3,vcc2020,Task2-team09,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team09,FF,M
LA_0033,DF_E_3966236,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF2,DF_E_2258689,low_m4a,vcc2020,Task1-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team16,FF,E
TEF2,DF_E_4031401,high_mp3,vcc2020,Task1-team17,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team17,MF,E
LA_0041,DF_E_3447248,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFM1,DF_E_3177377,mp3m4a,vcc2020,Task2-team09,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team09,FM,F
VCC2TF2,DF_E_2727239,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0023,DF_E_2496897,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMF1,DF_E_2896767,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_4382234,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0002,DF_E_3778915,high_ogg,asvspoof,A09,spoof,notrim,eval,traditional_vocoder,-,-,-,-
LA_0004,DF_E_3371544,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMM1,DF_E_4730951,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM1,DF_E_3418412,low_ogg,vcc2020,Task1-team06,spoof,notrim,eval,traditional_vocoder,Task1,team06,FM,E
LA_0018,DF_E_4348810,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_4608868,oggm4a,vcc2018,HUB-N14,spoof,notrim,eval,traditional_vocoder,HUB,N14,FM,-
LA_0046,DF_E_2086856,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SF2,DF_E_3902279,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0021,DF_E_4606829,low_m4a,asvspoof,A14,spoof,notrim,eval,traditional_vocoder,-,-,-,-
TEM2,DF_E_2851849,high_ogg,vcc2020,Task1-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team27,MM,E
LA_0014,DF_E_3746669,oggm4a,asvspoof,A09,spoof,notrim,eval,traditional_vocoder,-,-,-,-
VCC2SM4,DF_E_4865612,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0056,DF_E_4300628,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMM1,DF_E_3191400,oggm4a,vcc2020,Task2-team18,spoof,notrim,eval,unknown,Task2,team18,MM,M
TMF1,DF_E_2383956,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_2443238,high_mp3,vcc2020,Task1-team26,spoof,notrim,eval,traditional_vocoder,Task1,team26,MM,E
LA_0013,DF_E_4571177,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0040,DF_E_3801705,oggm4a,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-
VCC2TM1,DF_E_4447997,low_ogg,vcc2018,SPO-N05,spoof,notrim,eval,traditional_vocoder,SPO,N05,FM,-
LA_0003,DF_E_3567725,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFM1,DF_E_3601240,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
SEM2,DF_E_4315924,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0046,DF_E_3587838,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_2661680,mp3m4a,vcc2018,HUB-N14,spoof,notrim,eval,traditional_vocoder,HUB,N14,FF,-
TGF1,DF_E_4661072,mp3m4a,vcc2020,Task2-team33,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team33,FF,G
TGM1,DF_E_4306248,nocodec,vcc2020,Task2-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,MM,G
VCC2TF1,DF_E_3661563,oggm4a,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,MF,-
TGM1,DF_E_4109755,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0021,DF_E_2643088,oggm4a,asvspoof,A08,spoof,notrim,eval,neural_vocoder_nonautoregressive,-,-,-,-
TMF1,DF_E_3984905,high_m4a,vcc2020,Task2-team05,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team05,MF,M
TEF2,DF_E_2836614,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0047,DF_E_2247820,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGF1,DF_E_2543720,high_ogg,vcc2020,Task2-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team25,MF,G
LA_0020,DF_E_3223188,high_mp3,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
VCC2TM1,DF_E_3154125,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_3129451,low_mp3,vcc2020,Task1-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team27,FM,E
VCC2TM1,DF_E_3497801,high_m4a,vcc2018,HUB-N08,spoof,notrim,eval,traditional_vocoder,HUB,N08,FM,-
LA_0005,DF_E_4622298,oggm4a,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
VCC2TF2,DF_E_4820670,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_4955696,low_mp3,vcc2020,Task1-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team25,FM,E
LA_0013,DF_E_3693774,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_2261263,low_ogg,vcc2018,HUB-N07,spoof,notrim,eval,traditional_vocoder,HUB,N07,MF,-
TGM1,DF_E_3681732,high_m4a,vcc2020,Task2-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team07,MM,G
TFF1,DF_E_2758451,low_ogg,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,MF,F
TGM1,DF_E_3557087,low_mp3,vcc2020,Task2-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,MM,G
VCC2SM4,DF_E_3116427,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_3679145,nocodec,vcc2018,SPO-N06,spoof,notrim,eval,traditional_vocoder,SPO,N06,FF,-
LA_0040,DF_E_3733599,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGM1,DF_E_4720579,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0013,DF_E_4146537,low_ogg,asvspoof,A18,spoof,notrim,eval,traditional_vocoder,-,-,-,-
SEF1,DF_E_4582424,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0017,DF_E_3412509,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_4264545,mp3m4a,vcc2018,HUB-N03,spoof,notrim,eval,unknown,HUB,N03,FM,-
SEM2,DF_E_4375035,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0045,DF_E_3314551,oggm4a,asvspoof,A14,spoof,notrim,eval,traditional_vocoder,-,-,-,-
TEF1,DF_E_4659475,low_m4a,vcc2020,Task1-team20,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team20,MF,E
TMM1,DF_E_2586503,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0036,DF_E_4245023,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMF1,DF_E_3356104,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_3654216,high_m4a,vcc2018,HUB-N07,spoof,notrim,eval,traditional_vocoder,HUB,N07,FF,-
VCC2TF1,DF_E_3573811,low_m4a,vcc2018,HUB-N12,spoof,notrim,eval,traditional_vocoder,HUB,N12,FF,-
LA_0013,DF_E_2118513,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM1,DF_E_2241581,mp3m4a,vcc2020,Task1-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team13,FM,E
TEM2,DF_E_2330242,oggm4a,vcc2020,Task1-team32,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team32,FM,E
SEM1,DF_E_4453444,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_2579526,nocodec,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,MM,-
TMF1,DF_E_3456934,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_2056582,mp3m4a,vcc2018,HUB-N12,spoof,notrim,eval,traditional_vocoder,HUB,N12,FF,-
VCC2TM2,DF_E_4450773,high_mp3,vcc2018,HUB-N18,spoof,notrim,eval,traditional_vocoder,HUB,N18,FM,-
VCC2TF2,DF_E_2273338,high_mp3,vcc2018,SPO-B01,spoof,notrim,eval,traditional_vocoder,SPO,B01,MF,-
VCC2TM2,DF_E_2961531,low_m4a,vcc2018,HUB-N03,spoof,notrim,eval,unknown,HUB,N03,FM,-
TEM1,DF_E_4556219,low_mp3,vcc2020,Task1-team04,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team04,FM,E
LA_0010,DF_E_4638154,low_ogg,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-
VCC2TF1,DF_E_3243334,high_ogg,vcc2018,SPO-N18,spoof,notrim,eval,traditional_vocoder,SPO,N18,MF,-
TGM1,DF_E_4869215,nocodec,vcc2020,Task2-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team07,FM,G
TMM1,DF_E_3445195,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_2781127,low_ogg,vcc2020,Task1-team19,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team19,FM,E
LA_0032,DF_E_3917507,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0013,DF_E_3959752,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_2397803,high_mp3,vcc2018,HUB-N15,spoof,notrim,eval,traditional_vocoder,HUB,N15,MF,-
LA_0044,DF_E_2485112,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0046,DF_E_4339919,mp3m4a,asvspoof,A12,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
LA_0042,DF_E_4767571,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0021,DF_E_3778977,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SF3,DF_E_3078147,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_4384342,nocodec,vcc2018,HUB-D04,spoof,notrim,eval,traditional_vocoder,HUB,D04,FF,-
VCC2TF2,DF_E_3798827,mp3m4a,vcc2018,HUB-N09,spoof,notrim,eval,traditional_vocoder,HUB,N09,MF,-
LA_0003,DF_E_3455075,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_4152632,high_mp3,vcc2018,HUB-N17,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N17,FF,-
TEF1,DF_E_3288677,high_ogg,vcc2020,Task1-team01,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,MF,E
VCC2TM1,DF_E_2198041,mp3m4a,vcc2018,SPO-N12,spoof,notrim,eval,traditional_vocoder,SPO,N12,FM,-
TEF1,DF_E_3791743,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0032,DF_E_3166519,low_mp3,asvspoof,A07,spoof,notrim,eval,traditional_vocoder,-,-,-,-
TFF1,DF_E_4272227,low_m4a,vcc2020,Task2-team22,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team22,FF,F
LA_0013,DF_E_4085267,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMM1,DF_E_2158148,mp3m4a,vcc2020,Task2-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team07,FM,M
TFM1,DF_E_3525981,high_mp3,vcc2020,Task2-team26,spoof,notrim,eval,traditional_vocoder,Task2,team26,MM,F
LA_0040,DF_E_2851170,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SM3,DF_E_2769961,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0003,DF_E_2229711,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_2672981,oggm4a,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MF,-
TEM2,DF_E_2737048,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_3427064,oggm4a,vcc2018,HUB-B00,spoof,notrim,eval,unknown,HUB,B00,FF,-
TFF1,DF_E_4688688,high_mp3,vcc2020,Task2-team30,spoof,notrim,eval,unknown,Task2,team30,FF,F
LA_0046,DF_E_4896941,oggm4a,asvspoof,A18,spoof,notrim,eval,traditional_vocoder,-,-,-,-
VCC2TM1,DF_E_2322971,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0004,DF_E_3233224,high_m4a,asvspoof,A12,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
TFF1,DF_E_2068842,oggm4a,vcc2020,Task2-team09,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team09,FF,F
TEF1,DF_E_2930684,high_m4a,vcc2020,Task1-team26,spoof,notrim,eval,traditional_vocoder,Task1,team26,FF,E
SEF1,DF_E_3943494,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0037,DF_E_4095808,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM1,DF_E_2663770,high_ogg,vcc2020,Task1-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team25,FM,E
LA_0018,DF_E_2053750,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_3789946,mp3m4a,vcc2018,SPO-N16,spoof,notrim,eval,traditional_vocoder,SPO,N16,FM,-
TGF1,DF_E_4534144,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0034,DF_E_2012113,low_ogg,asvspoof,A18,spoof,notrim,eval,traditional_vocoder,-,-,-,-
TEM2,DF_E_2791928,oggm4a,vcc2020,Task1-team30,spoof,notrim,eval,unknown,Task1,team30,MM,E
LA_0008,DF_E_4033235,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0008,DF_E_4254558,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF2,DF_E_2471554,mp3m4a,vcc2020,Task1-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team13,MF,E
LA_0005,DF_E_4959200,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0001,DF_E_2332868,low_ogg,asvspoof,A13,spoof,notrim,eval,traditional_vocoder,-,-,-,-
TEF1,DF_E_3142029,high_ogg,vcc2020,Task1-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team13,FF,E
VCC2TM2,DF_E_3547739,low_m4a,vcc2018,HUB-N18,spoof,notrim,eval,traditional_vocoder,HUB,N18,FM,-
VCC2TF1,DF_E_3647534,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0036,DF_E_2739255,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0005,DF_E_4489014,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGF1,DF_E_4053797,oggm4a,vcc2020,Task2-team22,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team22,FF,G
TEF1,DF_E_4634570,nocodec,vcc2020,Task1-team06,spoof,notrim,eval,traditional_vocoder,Task1,team06,MF,E
LA_0007,DF_E_2774882,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF1,DF_E_4343616,nocodec,vcc2020,Task1-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team03,MF,E
LA_0025,DF_E_4959093,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_4714869,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGF1,DF_E_3102321,nocodec,vcc2020,Task2-team29,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team29,FF,G
VCC2TM1,DF_E_4172502,high_mp3,vcc2018,SPO-N03,spoof,notrim,eval,unknown,SPO,N03,FM,-
VCC2SF3,DF_E_2064068,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0011,DF_E_4245666,mp3m4a,asvspoof,A15,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
TMF1,DF_E_2013886,oggm4a,vcc2020,Task2-team12,spoof,notrim,eval,traditional_vocoder,Task2,team12,FF,M
LA_0007,DF_E_4752471,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_3829276,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGM1,DF_E_2481494,nocodec,vcc2020,Task2-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,FM,G
SEM1,DF_E_4644926,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_4370399,low_m4a,vcc2018,SPO-N18,spoof,notrim,eval,traditional_vocoder,SPO,N18,MF,-
LA_0030,DF_E_3111510,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_3494112,low_m4a,vcc2020,Task1-team21,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team21,MM,E
VCC2TM1,DF_E_2958989,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF2,DF_E_3799167,high_mp3,vcc2020,Task1-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team16,MF,E
LA_0015,DF_E_4898461,high_ogg,asvspoof,A09,spoof,notrim,eval,traditional_vocoder,-,-,-,-
LA_0054,DF_E_3627811,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_4294637,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFM1,DF_E_4476692,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGM1,DF_E_2240464,low_mp3,vcc2020,Task2-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team03,FM,G
LA_0013,DF_E_3179018,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0037,DF_E_3944466,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_3240588,low_ogg,vcc2018,HUB-N16,spoof,notrim,eval,traditional_vocoder,HUB,N16,FF,-
LA_0048,DF_E_4071606,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0013,DF_E_3659029,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0045,DF_E_3201444,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM1,DF_E_3469344,nocodec,vcc2020,Task1-team12,spoof,notrim,eval,traditional_vocoder,Task1,team12,FM,E
VCC2SF4,DF_E_3430449,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0021,DF_E_2243112,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM1,DF_E_2150934,high_mp3,vcc2020,Task1-team04,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team04,FM,E
LA_0017,DF_E_4033999,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGM1,DF_E_3086554,low_mp3,vcc2020,Task2-team20,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team20,FM,G
LA_0046,DF_E_2143984,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SM3,DF_E_2934754,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFF1,DF_E_3481735,low_m4a,vcc2020,Task2-team31,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team31,FF,F
VCC2TF1,DF_E_3617707,mp3m4a,vcc2018,HUB-N16,spoof,notrim,eval,traditional_vocoder,HUB,N16,FF,-
TEF1,DF_E_4714075,oggm4a,vcc2020,Task1-team29,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team29,MF,E
LA_0036,DF_E_4547733,mp3m4a,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-
LA_0001,DF_E_4395844,nocodec,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
TEM1,DF_E_3904200,high_mp3,vcc2020,Task1-team01,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,MM,E
LA_0046,DF_E_4902676,low_ogg,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-
TGM1,DF_E_4221358,low_m4a,vcc2020,Task2-team32,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team32,FM,G
VCC2SM3,DF_E_3973157,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_2527581,mp3m4a,vcc2018,SPO-N18,spoof,notrim,eval,traditional_vocoder,SPO,N18,FF,-
LA_0024,DF_E_4206848,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFM1,DF_E_2799930,low_ogg,vcc2020,Task2-team05,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team05,MM,F
LA_0045,DF_E_4205918,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0018,DF_E_4202040,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_2253425,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
